ds,yhat,yhat_lower,yhat_upper,Producto,cambio,movimiento
2025-11-23,2653.7365693600536,2651.9327969874726,2655.5739147639138,Feijoba,-528.0889430699863,bajó
2025-11-24,3181.818375569982,3180.0851502084747,3183.734358789031,Feijoba,528.0818062099283,subió
2025-11-25,2653.7371380396735,2651.818924679398,2655.5829943357476,Feijoba,-528.0812375303085,bajó
2025-11-26,3181.850535242265,3179.9879264950328,3183.7371620359822,Feijoba,528.1133972025914,subió
2025-11-27,3181.801441662952,3180.017858775205,3183.649443600951,Feijoba,-0.049093579312739166,bajó
2025-11-28,3181.9584357838044,3180.0838677725706,3183.8446682284725,Feijoba,0.1569941208522323,subió
2025-11-29,3181.827227889691,3180.0499750076665,3183.6599027196926,Feijoba,-0.1312078941132313,bajó
2025-11-30,2653.7384294719955,2651.910653498201,2655.7213973079974,Feijoba,-528.0887984176957,bajó
2025-12-01,3181.8202813850594,3179.9813999785842,3183.640081936345,Feijoba,528.0818519130639,subió
2025-12-02,2653.738990381039,2651.8517440466585,2655.4835286888506,Feijoba,-528.0812910040204,bajó
2025-12-03,3181.85223740613,3179.9856488121823,3183.832463344108,Feijoba,528.1132470250909,subió
2025-12-04,3181.8029020450963,3179.917438079324,3183.524332147376,Feijoba,-0.04933536103362712,bajó
2025-12-05,3181.959570344396,3180.0057827466217,3183.782590023945,Feijoba,0.1566682992997812,subió
2025-12-06,3181.8279623900607,3179.830990802506,3183.8301925981846,Feijoba,-0.13160795433532257,bajó
2025-12-07,2653.7387014530254,2651.870933729683,2655.5276961339023,Feijoba,-528.0892609370353,bajó
2025-12-08,3181.820041797157,3180.1074839893263,3183.678495385946,Feijoba,528.0813403441316,subió
2025-12-09,2653.738204858252,2651.9450907897813,2655.6950882995798,Feijoba,-528.0818369389049,bajó
2025-12-10,3181.850887132934,3179.908564843606,3183.757336096788,Feijoba,528.1126822746819,subió
2025-12-11,3181.8009842078636,3179.895629279869,3183.5541639937933,Feijoba,-0.04990292507045524,bajó
2025-12-12,3181.9570981469706,3180.0762945736187,3183.6903016144424,Feijoba,0.1561139391069446,subió
2025-12-13,3181.8249646439267,3180.065942177855,3183.7222353889533,Feijoba,-0.1321335030438604,bajó
2025-12-14,2653.7352217471753,2651.884128087468,2655.602687736883,Feijoba,-528.0897428967514,bajó
2025-12-15,3181.8161372970744,3179.9199081509455,3183.658894834418,Feijoba,528.0809155498991,subió
2025-12-16,2653.7339447299983,2651.861331544016,2655.5500361357294,Feijoba,-528.0821925670762,bajó
2025-12-17,3181.8463506688536,3180.019723236237,3183.7180929938204,Feijoba,528.1124059388553,subió
2025-12-18,3181.7962586875137,3180.0552213862607,3183.756752733854,Feijoba,-0.050091981339846825,bajó
2025-12-19,3181.9522765071715,3180.102728949824,3183.7238456344608,Feijoba,0.15601781965779082,subió
2025-12-20,3181.820143007796,3179.9241903840275,3183.7541335701294,Feijoba,-0.13213349937541352,bajó
2025-12-21,2653.730496886283,2651.779743644813,2655.5488780087303,Feijoba,-528.0896461215129,bajó
2025-12-22,3181.8116040871746,3179.8970839820754,3183.541827924392,Feijoba,528.0811072008914,subió
2025-12-23,2653.72969368179,2651.8357923319204,2655.556206387732,Feijoba,-528.0819104053844,bajó
2025-12-24,3181.8424655878853,3179.902574687627,3183.7218655154406,Feijoba,528.1127719060951,subió
2025-12-25,3181.7928145311807,3180.005880652851,3183.666422489555,Feijoba,-0.0496510567045334,bajó
2025-12-26,3181.9493374777903,3180.0172161704013,3183.6907555866505,Feijoba,0.15652294660958432,subió
2025-12-27,3181.8177609631957,3179.8916666199475,3183.722171135857,Feijoba,-0.13157651459459885,bajó
2025-12-28,2653.7287100760814,2651.978533887478,2655.6736608512283,Feijoba,-528.0890508871144,bajó
2025-12-29,3181.8104362605995,3179.9455326696993,3183.630839219916,Feijoba,528.0817261845182,subió
2025-12-30,2653.7291535907093,2651.753295319258,2655.637712820882,Feijoba,-528.0812826698902,bajó
2025-12-31,3181.8425468851797,3179.9925919665407,3183.8539854284622,Feijoba,528.1133932944704,subió
2026-01-01,3181.793496067598,3179.9191604497337,3183.79663985861,Feijoba,-0.04905081758170127,bajó
2026-01-02,3181.9505839987487,3180.0967280834225,3183.7660848798923,Feijoba,0.15708793115072694,subió
2026-01-03,3181.8195241610574,3179.9086021883313,3183.7857535243093,Feijoba,-0.13105983769128215,bajó
2026-01-04,2653.7309299868934,2651.8934618005055,2655.562102161952,Feijoba,-528.088594174164,bajó
2026-01-05,3181.813042953206,3179.996752588652,3183.556566179395,Feijoba,528.0821129663127,subió
2026-01-06,2653.732069105801,2651.7661533306873,2655.621599680591,Feijoba,-528.080973847405,bajó
2026-01-07,3181.8456873739065,3180.001337336118,3183.638614877791,Feijoba,528.1136182681053,subió
2026-01-08,3181.7967740650247,3179.957378463444,3183.6083317925822,Feijoba,-0.04891330888176526,bajó
2026-01-09,3181.9539107795076,3180.165419235525,3183.807675318066,Feijoba,0.15713671448293098,subió
2026-01-10,3181.822812090769,3179.974370569981,3183.8676558119137,Feijoba,-0.1310986887388026,bajó
2026-01-11,2653.734094850238,2652.0630609713917,2655.5327995984503,Feijoba,-528.088717240531,bajó
2026-01-12,3181.8160061503177,3179.9257817925336,3183.8378879796455,Feijoba,528.0819113000798,subió
2026-01-13,2653.7347596943464,2651.9750385316206,2655.666978159918,Feijoba,-528.0812464559713,bajó
2026-01-14,3181.8480438849556,3179.8825204910763,3183.6872612132115,Feijoba,528.1132841906092,subió
2026-01-15,3181.7987460542313,3180.050841145576,3183.7343710586324,Feijoba,-0.049297830724299274,bajó
2026-01-16,3181.955460070165,3179.9198862424337,3183.858083278364,Feijoba,0.15671401593363044,subió
2026-01-17,3181.823913708791,3179.897563981305,3183.7126385700085,Feijoba,-0.1315463613736938,bajó
2026-01-18,2653.7347375554436,2651.8250173263527,2655.6958947968633,Feijoba,-528.0891761533476,bajó
2026-01-19,3181.816192649333,3180.058357532984,3183.6694918802773,Feijoba,528.0814550938894,subió
2026-01-20,2653.7345064575093,2651.9088502993895,2655.5580031401105,Feijoba,-528.0816861918238,bajó
2026-01-21,3181.847380616812,3179.8836792882225,3183.658635213003,Feijoba,528.1128741593029,subió
2026-01-22,3181.7977148125365,3179.957556553242,3183.76329857832,Feijoba,-0.04966580427571898,bajó
2026-01-23,3181.954114085901,3180.045841976679,3183.8611692952327,Feijoba,0.15639927336451365,subió
2026-01-24,3181.8223158967394,3180.000154798216,3183.73997608856,Feijoba,-0.13179818916160002,bajó
2026-01-25,2653.7329588185885,2651.9335479422944,2655.581631268841,Feijoba,-528.0893570781509,bajó
2026-01-26,3181.8143099656713,3180.022604694918,3183.7078722294855,Feijoba,528.0813511470828,subió
2026-01-27,2653.7326008404043,2651.7750153315787,2655.6832076951328,Feijoba,-528.081709125267,bajó
2026-01-28,3181.8455349756046,3179.918530679266,3183.6621962746144,Feijoba,528.1129341352002,subió
2026-01-29,3181.7960118043984,3179.998836619887,3183.6864208653656,Feijoba,-0.0495231712061468,bajó
2026-01-30,3181.9526339603967,3180.1304611401265,3183.8250862366676,Feijoba,0.15662215599832052,subió
2026-01-31,3181.821134453603,3180.05449690263,3183.675148203305,Feijoba,-0.13149950679371614,bajó
2026-02-01,2653.732145486618,2651.8713339732767,2655.4970513831418,Feijoba,-528.0889889669852,bajó
2026-02-02,3181.813926048734,3180.0093001248983,3183.7522837521915,Feijoba,528.0817805621164,subió
2026-02-03,2653.7326980005128,2651.861223501142,2655.6098645649286,Feijoba,-528.0812280482214,bajó
2026-02-04,3181.8461539705722,3180.025817341738,3183.6769564874335,Feijoba,528.1134559700595,subió
2026-02-05,3181.797181504927,3179.982278940108,3183.6157394082393,Feijoba,-0.048972465645420016,bajó
2026-02-06,3181.9543706847858,3180.0909984653335,3183.847313114618,Feijoba,0.15718917985896042,subió
2026-02-07,3181.82344161081,3180.025196808302,3183.775849151482,Feijoba,-0.130929073975949,bajó
2026-02-08,2653.7350135398874,2651.8921349149336,2655.6340317347335,Feijoba,-528.0884280709224,bajó
2026-02-09,3181.81733281853,3179.9722653547587,3183.611085471474,Feijoba,528.0823192786424,subió
2026-02-10,2653.736609243001,2651.807286135028,2655.51263756571,Feijoba,-528.0807235755287,bajó
2026-02-11,3181.8505242647243,3179.992874805972,3183.662275175429,Feijoba,528.1139150217232,subió
2026-02-12,3181.801955377428,3179.998416490841,3183.8737878845704,Feijoba,-0.04856888729636921,bajó
2026-02-13,3181.959483979116,3180.158496877807,3183.8573384209135,Feijoba,0.15752860168822735,subió
2026-02-14,3181.8288230189232,3179.997922813721,3183.6571082946534,Feijoba,-0.13066096019292672,bajó
2026-02-15,2653.7405863056206,2651.748998866416,2655.7879969803757,Feijoba,-528.0882367133026,bajó
2026-02-16,3181.823016507238,3179.9615535792223,3183.8786452364916,Feijoba,528.0824302016176,subió
2026-02-17,2653.742321583638,2651.9570970167183,2655.5069535574344,Feijoba,-528.0806949236003,bajó
2026-02-18,3181.8561829866403,3180.1396273389173,3183.57910523653,Feijoba,528.1138614030024,subió
2026-02-19,3181.807480017261,3179.9645617079814,3183.672648541001,Feijoba,-0.048702969379519345,bajó
2026-02-20,3181.964797578018,3180.1668741676003,3183.798241338686,Feijoba,0.15731756075729209,subió
2026-02-21,3181.8338537295767,3179.907125919642,3183.7722344328054,Feijoba,-0.13094384844134765,bajó
2026-02-22,2653.745268805989,2651.8201864469684,2655.640681769644,Feijoba,-528.0885849235879,bajó
2026-02-23,3181.827293234945,3179.887675227314,3183.7237221489218,Feijoba,528.0820244289562,subió
2026-02-24,2653.746143759761,2651.8889548708476,2655.601703583741,Feijoba,-528.0811494751842,bajó
2026-02-25,3181.8595113972115,3180.019152856193,3183.751455350321,Feijoba,528.1133676374507,subió
2026-02-26,3181.8102855430366,3180.0856700553645,3183.693897043737,Feijoba,-0.04922585417489245,bajó
2026-02-27,3181.967061481442,3180.1326444829997,3183.8564237485025,Feijoba,0.1567759384056444,subió
2026-02-28,3181.835567681441,3180.022281080442,3183.6288512530746,Feijoba,-0.1314938000014081,bajó
2026-03-01,2653.746434679174,2651.966477949289,2655.6174480652244,Feijoba,-528.0891330022669,bajó
2026-03-02,3181.827922660679,3179.8410416730817,3183.6714334972053,Feijoba,528.0814879815052,subió
2026-03-03,2653.7462574785745,2651.8548899500506,2655.659974625719,Feijoba,-528.0816651821046,bajó
2026-03-04,3181.859138419029,3179.98396427681,3183.7314125095677,Feijoba,528.1128809404545,subió
2026-03-05,3181.809462167743,3180.0059788842495,3183.6048332399077,Feijoba,-0.04967625128620057,bajó
2026-03-06,3181.9658301726377,3180.1596997246616,3183.863996179099,Feijoba,0.15636800489482994,subió
2026-03-07,3181.833975861384,3179.973753466202,3183.755791042433,Feijoba,-0.1318543112538464,bajó
2026-03-08,2653.744533460106,2651.942948482946,2655.7051636463543,Feijoba,-528.0894424012777,bajó
2026-03-09,3181.8257655616126,3179.93999426537,3183.635701795462,Feijoba,528.0812321015064,subió
2026-03-10,2653.7438991470867,2651.96091952147,2655.485373441239,Feijoba,-528.0818664145258,bajó
2026-03-11,3181.856633400449,3180.107377947456,3183.725128702881,Feijoba,528.1127342533623,subió
2026-03-12,3181.806863736003,3179.850560440315,3183.5974840263525,Feijoba,-0.04976966444610298,bajó
2026-03-13,3181.9631892796656,3180.2168763276254,3183.837485802497,Feijoba,0.1563255436626605,subió
2026-03-14,3181.8313401945143,3179.9792276748135,3183.6545831065832,Feijoba,-0.1318490851513161,bajó
2026-03-15,2653.7419466321153,2651.960611856673,2655.636736063506,Feijoba,-528.089393562399,bajó
2026-03-16,3181.8232664798616,3179.991046604474,3183.626326982724,Feijoba,528.0813198477463,subió
2026-03-17,2653.7415215132805,2651.902213986346,2655.6105871241734,Feijoba,-528.081744966581,bajó
2026-03-18,3181.854405395303,3179.960091276949,3183.6459041048524,Feijoba,528.1128838820223,subió
2026-03-19,3181.804807854227,3179.829074401094,3183.5305515778637,Feijoba,-0.04959754107585468,bajó
2026-03-20,3181.9613223414403,3180.146861765346,3183.8717538362484,Feijoba,0.15651448721337147,subió
2026-03-21,3181.829673480024,3180.0051928735925,3183.6128932086685,Feijoba,-0.13164886141612442,bajó
2026-03-22,2653.740486172268,2651.856001810583,2655.519488545017,Feijoba,-528.0891873077562,bajó
2026-03-23,3181.82201344512,3179.893429597422,3183.7361872097345,Feijoba,528.0815272728519,subió
2026-03-24,2653.740472719558,2651.9526703258202,2655.5607232364964,Feijoba,-528.0815407255618,bajó
2026-03-25,3181.853553872013,3180.0028724833924,3183.72098904302,Feijoba,528.1130811524549,subió
2026-03-26,3181.8041434849556,3179.9681830743693,3183.63155431842,Feijoba,-0.0494103870573781,bajó
2026-03-27,3181.960832507007,3180.037442854279,3183.938850296101,Feijoba,0.15668902205152335,subió
2026-03-28,3181.82934374979,3180.0083102492085,3183.689488793285,Feijoba,-0.13148875721708464,bajó
2026-03-29,2653.740300960611,2651.8900767326,2655.6800065615757,Feijoba,-528.0890427891791,bajó
2026-03-30,3181.8219566464254,3179.8996012130733,3183.6030213753293,Feijoba,528.0816556858144,subió
2026-03-31,2653.740528296786,2651.830308188345,2655.4417199528875,Feijoba,-528.0814283496393,bajó
2026-04-01,3181.8537063814997,3179.920778726761,3183.681578479547,Feijoba,528.1131780847136,subió
2026-04-02,3181.8043785238647,3179.9659575062606,3183.7150077815436,Feijoba,-0.04932785763503489,bajó
2026-04-03,3181.961137096285,3180.1904968817025,3183.924095000175,Feijoba,0.1567585724201308,subió
2026-04-04,3181.8297066011132,3180.106843647942,3183.7420775353535,Feijoba,-0.13143049517157124,bajó
2026-04-05,2653.7407126801436,2651.8570587080235,2655.7202110644735,Feijoba,-528.0889939209696,bajó
2026-04-06,3181.822409831405,3179.8430806408874,3183.713880246186,Feijoba,528.0816971512613,subió
2026-04-07,2653.741017551163,2651.7572634173393,2655.68919718415,Feijoba,-528.0813922802417,bajó
2026-04-08,3181.854228253482,3180.0638907477055,3183.712355918119,Feijoba,528.1132107023186,subió
2026-04-09,3181.804931374256,3179.9949577133425,3183.6834171602327,Feijoba,-0.04929687922594894,bajó
2026-04-10,3181.961720900432,3179.9647772696894,3183.765232661824,Feijoba,0.15678952617599862,subió
2026-04-11,3181.830322702693,3179.987165603781,3183.6706181355516,Feijoba,-0.13139819773869021,bajó
2026-04-12,2653.7413635104626,2651.834404735939,2655.5842410756904,Feijoba,-528.0889591922305,bajó
2026-04-13,3181.8230986035555,3179.7588342138524,3183.664560618683,Feijoba,528.0817350930929,subió
2026-04-14,2653.741747946784,2651.9828490650866,2655.653201534928,Feijoba,-528.0813506567715,bajó
2026-04-15,3181.8550041064123,3180.0751925182817,3183.7296388428626,Feijoba,528.1132561596282,subió
2026-04-16,3181.8057563680186,3179.8880553887434,3183.6230530431762,Feijoba,-0.049247738393660256,bajó
2026-04-17,3181.962598284612,3180.174506610382,3183.8559495621203,Feijoba,0.15684191659329372,subió
2026-04-18,3181.8312550658247,3179.8566974615505,3183.644254648827,Feijoba,-0.13134321878715127,bajó
2026-04-19,2653.74235254659,2651.906909639115,2655.8222913773234,Feijoba,-528.0889025192346,bajó
2026-04-20,3181.824144960131,3179.916239419733,3183.6723993904657,Feijoba,528.0817924135408,subió
2026-04-21,2653.7428510987843,2651.80970080327,2655.613065873293,Feijoba,-528.0812938613467,bajó
2026-04-22,3181.856162284239,3180.012092784285,3183.7282715859997,Feijoba,528.1133111854547,subió
2026-04-23,3181.8069665219573,3180.0655902281133,3183.722088289772,Feijoba,-0.049195762281669886,bajó
2026-04-24,3181.96385610425,3180.120747940201,3183.7750576079607,Feijoba,0.15688958229293348,subió
2026-04-25,3181.8325550111804,3180.060434594923,3183.7129362338433,Feijoba,-0.13130109306985105,bajó
2026-04-26,2653.7436879437014,2651.9044048207998,2655.5818498274957,Feijoba,-528.088867067479,bajó
2026-04-27,3181.8255080925055,3180.0130489828225,3183.710637828482,Feijoba,528.0818201488041,subió
2026-04-28,2653.7442333332433,2652.003803976619,2655.5696789864714,Feijoba,-528.0812747592622,bajó
2026-04-29,3181.857554193445,3179.9401607070545,3183.7013822346134,Feijoba,528.1133208602018,subió
2026-04-30,3181.808358024212,3179.928764365805,3183.6425399730406,Feijoba,-0.049196169233255205,bajó
2026-05-01,3181.9652365862707,3180.124760182439,3183.8028439375385,Feijoba,0.1568785620588642,subió
2026-05-02,3181.833913448922,3179.9750017701517,3183.7206194884393,Feijoba,-0.13132313734877243,bajó
2026-05-03,2653.7450130092575,2651.950690652088,2655.5904915310134,Feijoba,-528.0889004396645,bajó
2026-05-04,3181.826788236552,3179.9626427801413,3183.680300019823,Feijoba,528.0817752272947,subió
2026-05-05,2653.74545685671,2651.936772193161,2655.633059036387,Feijoba,-528.0813313798421,bajó
2026-05-06,3181.8587092994467,3179.98841148439,3183.816103842837,Feijoba,528.1132524427367,subió
2026-05-07,3181.8094328472503,3179.949724763384,3183.676951515414,Feijoba,-0.04927645219640908,bajó
2026-05-08,3181.9662192108735,3180.176236855316,3183.8172659219827,Feijoba,0.1567863636232687,subió
2026-05-09,3181.834791917016,3179.867986595382,3183.6893648661617,Feijoba,-0.13142729385754137,bajó
2026-05-10,2653.745775321726,2651.8464026396477,2655.4362147579195,Feijoba,-528.0890165952901,bajó
2026-05-11,3181.8274223642184,3179.987140889252,3183.6579486308333,Feijoba,528.0816470424925,subió
2026-05-12,2653.745950746911,2651.9398304482684,2655.551113978352,Feijoba,-528.0814716173072,bajó
2026-05-13,3181.859050908019,3179.9898627537846,3183.6964439117896,Feijoba,528.1131001611079,subió
2026-05-14,3181.809610186235,3179.9996829936204,3183.6424262951646,Feijoba,-0.04944072178386705,bajó
2026-05-15,3181.9662204355113,3180.1004529833676,3183.860860280903,Feijoba,0.15661024927612743,subió
2026-05-16,3181.834605433065,3179.868966980841,3183.7815246816467,Feijoba,-0.13161500244632407,bajó
2026-05-17,2653.745389948275,2651.838849918951,2655.731113876876,Feijoba,-528.0892154847902,bajó
2026-05-18,3181.8268275219098,3179.780111005658,3183.650737011009,Feijoba,528.081437573635,subió
2026-05-19,2653.7451366965565,2651.8419949649597,2655.5891068782457,Feijoba,-528.0816908253532,bajó
2026-05-20,3181.85800902987,3180.0552911772274,3183.700032134593,Feijoba,528.1128723333136,subió
2026-05-21,3181.80833329811,3179.933837444036,3183.625853546084,Feijoba,-0.04967573176008955,bajó
2026-05-22,3181.96470313006,3180.054757889126,3183.8292410036556,Feijoba,0.15636983195008725,subió
2026-05-23,3181.832844464516,3180.0125745514842,3183.717521942313,Feijoba,-0.13185866554431414,bajó
2026-05-24,2653.743384600328,2651.968113761365,2655.5182986741165,Feijoba,-528.0894598641876,bajó
2026-05-25,3181.8245800067316,3179.8867743810515,3183.6085339387873,Feijoba,528.0811954064034,subió
2026-05-26,2653.7426525266183,2651.893790574064,2655.598886210672,Feijoba,-528.0819274801133,bajó
2026-05-27,3181.855297373398,3180.0534536895957,3183.586931222055,Feijoba,528.1126448467799,subió
2026-05-28,3181.805407285269,3180.097014384694,3183.693235841903,Feijoba,-0.04989008812890461,bajó
2026-05-29,3181.96158011395,3180.1875009133296,3183.8146977766664,Feijoba,0.1561728286806101,subió
2026-05-30,3181.8295462016395,3179.989006337554,3183.6957250625164,Feijoba,-0.1320339123103622,bajó
2026-05-31,2653.73993736482,2651.924415204336,2655.6911209012096,Feijoba,-528.0896088368195,bajó
2026-06-01,3181.8210145843877,3180.00570947059,3183.6756823379847,Feijoba,528.0810772195678,subió
2026-06-02,2653.7390041208782,2652.0062608462804,2655.711965739586,Feijoba,-528.0820104635095,bajó
2026-06-03,3181.8516053832623,3179.9537429555107,3183.5730103130045,Feijoba,528.112601262384,subió
2026-06-04,3181.8017149814195,3180.015399497356,3183.663482285943,Feijoba,-0.04989040184273108,bajó
2026-06-05,3181.9579341713206,3180.080276005983,3183.884345606684,Feijoba,0.15621918990109407,subió
2025-06-06,9999.0524616418,9994.145254016155,10003.905566104762,Fresa,,sin datos
2025-06-07,9999.8623618471,9995.02736393032,10004.932502193664,Fresa,0.809900205298618,subió
2025-06-08,7790.961815091185,7785.819151853238,7795.75717458571,Fresa,-2208.9005467559145,bajó
2025-06-09,9999.896596567454,9995.00325654976,10004.911473149885,Fresa,2208.9347814762696,subió
2025-06-10,7790.969292120455,7785.924687931936,7796.038385618036,Fresa,-2208.927304446999,bajó
2025-06-11,9999.886230279055,9995.054036496165,10004.885862701432,Fresa,2208.9169381586,subió
2025-06-12,9999.879290971607,9995.149662811862,10004.70180386934,Fresa,-0.006939307448192267,bajó
2025-06-13,9999.07678621436,9994.348930623275,10003.982425021746,Fresa,-0.8025047572464246,bajó
2025-06-14,9999.883963427914,9995.371673728303,10004.957236065931,Fresa,0.8071772135535866,subió
2025-06-15,7790.980455866235,7785.656613024223,7795.37567428444,Fresa,-2208.9035075616785,bajó
2025-06-16,9999.91208851793,9994.67950997571,10004.79080660783,Fresa,2208.9316326516955,subió
2025-06-17,7790.981499580786,7786.448192960036,7796.28160687058,Fresa,-2208.9305889371453,bajó
2025-06-18,9999.895071589572,9994.715605578793,10004.814334526483,Fresa,2208.913572008786,subió
2025-06-19,9999.884739070345,9994.811531030678,10004.76687341912,Fresa,-0.01033251922672207,bajó
2025-06-20,9999.078868305043,9993.878004857554,10004.055069382977,Fresa,-0.8058707653017336,bajó
2025-06-21,9999.882759559792,9994.938627144895,10005.095227306838,Fresa,0.8038912547490327,subió
2025-06-22,7790.97609667356,7785.788549721555,7795.871051055023,Fresa,-2208.906662886232,bajó
2025-06-23,9999.904751918104,9994.888366588366,10004.675840996035,Fresa,2208.9286552445437,subió
2025-06-24,7790.971406721905,7786.277647169505,7795.945925826262,Fresa,-2208.9333451961993,bajó
2025-06-25,9999.882482004681,9994.891158320053,10004.750300937409,Fresa,2208.9110752827764,subió
2025-06-26,9999.869945225682,9995.223162330052,10004.933168619478,Fresa,-0.01253677899876493,bajó
2025-06-27,9999.062189522425,9994.18070387815,10004.284782436573,Fresa,-0.8077557032574987,bajó
2025-06-28,9999.864535645393,9994.99076442051,10004.755109013346,Fresa,0.8023461229677196,subió
2025-06-29,7790.956681161954,7785.761403372668,7795.858897094308,Fresa,-2208.9078544834383,bajó
2025-06-30,9999.884505214064,9994.793225272571,10004.964973708982,Fresa,2208.92782405211,subió
2025-07-01,7790.95068927077,7785.366040341937,7795.898198237928,Fresa,-2208.9338159432937,bajó
2025-07-02,9999.861647576916,9995.23683024605,10005.078315426448,Fresa,2208.9109583061454,subió
2025-07-03,9999.84933444751,9995.1377218575,10004.861800834837,Fresa,-0.012313129405811196,bajó
2025-07-04,9999.04212384716,9993.92192718329,10003.936372437816,Fresa,-0.8072106003492081,bajó
2025-07-05,9999.845311852463,9994.844667770929,10004.824830705069,Fresa,0.8031880053022178,subió
2025-07-06,7790.938566461797,7785.787691549399,7796.08418254304,Fresa,-2208.9067453906664,bajó
2025-07-07,9999.867733095545,9994.688263156731,10004.764461307237,Fresa,2208.9291666337485,subió
2025-07-08,7790.9354561181535,7786.036399873612,7795.866327672033,Fresa,-2208.9322769773917,bajó
2025-07-09,9999.84811017082,9995.037527923285,10004.898160468438,Fresa,2208.9126540526668,subió
2025-07-10,9999.837608350346,9994.490968584063,10004.951314028141,Fresa,-0.010501820474019041,bajó
2025-07-11,9999.03228274731,9993.899646065198,10004.214684404535,Fresa,-0.8053256030361808,bajó
2025-07-12,9999.837387741354,9994.95043901041,10004.975104648665,Fresa,0.8051049940440862,subió
2025-07-13,7790.93255077427,7786.202925906541,7796.049690106582,Fresa,-2208.9048369670845,bajó
2025-07-14,9999.863578656228,9994.523646510748,10004.365526642676,Fresa,2208.9310278819585,subió
2025-07-15,7790.933079919921,7786.210594289,7795.779515796179,Fresa,-2208.9304987363075,bajó
2025-07-16,9999.847396842679,9994.97833143613,10004.826687722214,Fresa,2208.914316922758,subió
2025-07-17,9999.838414239439,9994.811560232522,10004.946446337932,Fresa,-0.008982603239928721,bajó
2025-07-18,9999.034440532341,9993.937427820358,10004.003556313264,Fresa,-0.8039737070976116,bajó
2025-07-19,9999.840711452982,9994.679296621298,10004.875922097659,Fresa,0.8062709206405998,subió
2025-07-20,7790.936841028573,7786.143939750416,7796.281465285397,Fresa,-2208.9038704244085,bajó
2025-07-21,9999.868628149383,9994.555146991455,10004.613866144231,Fresa,2208.9317871208095,subió
2025-07-22,7790.938678808181,7785.676513851383,7796.0024092013755,Fresa,-2208.929949341202,bajó
2025-07-23,9999.85333808605,9994.938287898187,10004.511251958646,Fresa,2208.914659277869,subió
2025-07-24,9999.844498665698,9994.692292331589,10005.153473702398,Fresa,-0.008839420352160232,bajó
2025-07-25,9999.04048158136,9993.522791502073,10004.047229318767,Fresa,-0.8040170843378291,bajó
2025-07-26,9999.8465393842,9995.069195209484,10005.16176269214,Fresa,0.8060578028398595,subió
2025-07-27,7790.942306636161,7785.966024555113,7795.724484986546,Fresa,-2208.9042327480383,bajó
2025-07-28,9999.87360575299,9994.695669236597,10004.770921788788,Fresa,2208.931299116828,subió
2025-07-29,7790.943068611046,7786.110351637317,7795.732251499324,Fresa,-2208.930537141943,bajó
2025-07-30,9999.85706770439,9995.065881036317,10005.059243102869,Fresa,2208.9139990933436,subió
2025-07-31,9999.847523981105,9994.730156623213,10004.898981779548,Fresa,-0.00954372328487807,bajó
2025-08-01,9999.04278660698,9993.824144434906,10003.919231539068,Fresa,-0.8047373741246702,bajó
2025-08-02,9999.84813557117,9995.171381990845,10004.535986021738,Fresa,0.8053489641897613,subió
2025-08-03,7790.943231316802,7786.131097791829,7795.9825722006935,Fresa,-2208.9049042543684,bajó
2025-08-04,9999.873919892998,9994.900008467632,10004.765569806696,Fresa,2208.930688576196,subió
2025-08-05,7790.9428539743985,7786.285410866385,7796.187898198968,Fresa,-2208.9310659185994,bajó
2025-08-06,9999.856423449257,9994.657548121559,10004.882532779811,Fresa,2208.9135694748584,subió
2025-08-07,9999.846562799217,9994.907699502157,10004.901639458498,Fresa,-0.009860650039627217,bajó
2025-08-08,9999.04163060182,9994.205627540987,10003.752414560651,Fresa,-0.8049321973976475,bajó
2025-08-09,9999.84691180601,9994.924360096524,10004.84893859393,Fresa,0.8052812041896686,subió
2025-08-10,7790.942067346456,7786.288939354046,7795.717426677446,Fresa,-2208.9048444595537,bajó
2025-08-11,9999.872939313147,9994.728819386235,10004.799832128265,Fresa,2208.9308719666915,subió
2025-08-12,7790.942172072937,7786.116474080118,7796.07213591496,Fresa,-2208.93076724021,bajó
2025-08-13,9999.85614318241,9994.477259262281,10004.822368826904,Fresa,2208.913971109472,subió
2025-08-14,9999.846771112807,9994.824457051,10004.975521414837,Fresa,-0.009372069602250122,bajó
2025-08-15,9999.042395253708,9994.007965169461,10004.1224777441,Fresa,-0.8043758590993093,bajó
2025-08-16,9999.848278706871,9994.830210578803,10005.085699059418,Fresa,0.805883453163915,subió
2025-08-17,7790.944058617308,7785.976125868499,7796.039215597429,Fresa,-2208.9042200895638,bajó
2025-08-18,9999.875551991267,9994.774175056931,10005.091755617519,Fresa,2208.931493373959,subió
2025-08-19,7790.945377571717,7786.0223768347005,7795.529611682507,Fresa,-2208.93017441955,bajó
2025-08-20,9999.859887498591,9994.732878586621,10004.628917483367,Fresa,2208.9145099268744,subió
2025-08-21,9999.850975785303,9994.93691612888,10004.815204495573,Fresa,-0.00891171328839846,bajó
2025-08-22,9999.046959040683,9994.434885633695,10004.178357316503,Fresa,-0.8040167446197302,bajó
2025-08-23,9999.853080058692,9994.8175701111,10004.352022915868,Fresa,0.8061210180094349,subió
2025-08-24,7790.948958597322,7785.739079211878,7795.9234777327065,Fresa,-2208.90412146137,bajó
2025-08-25,9999.880397915178,9994.918800635836,10004.846919059062,Fresa,2208.9314393178556,subió
